"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should validate complete settings data","WordPress API Schema","Tue Oct 14 14:00:59 UTC 2025","passed","Tue Oct 14 14:00:59 UTC 2025","","SiteSettings","",""
"","2","should map oAuthButtons to providerData correctly","oAuthButtonProviders","Tue Oct 14 14:01:47 UTC 2025","passed","Tue Oct 14 14:01:47 UTC 2025","","","",""
"","0","should validate final dashboard base schema","FinalDashboardBaseSchema","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","3","Editor with undefined content","Editor component","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","27","parses package name and versions","loadChangelog","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","","","",""
"","2","should reject invalid type for libSQLViewer","schema","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","AppsConfigSchema","",""
"","1","returns empty string for empty input","parseMarkdown","Tue Oct 14 14:01:41 UTC 2025","passed","Tue Oct 14 14:01:41 UTC 2025","","","",""
"","0","handles empty slug","getBlogRoute","Tue Oct 14 14:01:23 UTC 2025","passed","Tue Oct 14 14:01:23 UTC 2025","","","",""
"","1492","should verify transport successfully with valid configuration","SMTP Service","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:59 UTC 2025","","Transport verification","",""
"","2","should include all required Discord environment variables","@studiocms/discord","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","OAuth provider configuration","",""
"","6","should parse empty config and apply defaults","StudioCMSOptionsSchema","Tue Oct 14 14:01:27 UTC 2025","passed","Tue Oct 14 14:01:27 UTC 2025","","","",""
"","0","returns isValid=false for wrong algorithm","generateJwt & verifyJwt","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","","",""
"","17","createUserAvatar returns a valid Libravatar URL","User Module","Tue Oct 14 14:01:02 UTC 2025","passed","Tue Oct 14 14:01:02 UTC 2025","","","",""
"","2","getUserFromEmail returns undefined for invalid email","User Module","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","0","returns yellow for <=0.25","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","progressBarClsTrackColor","",""
"","2","returns defaultValue if paths is undefined","Middleware Utils","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","matchFilterCheck","",""
"","21","Editor with props","MDX Editor component","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","0","returns NaN if no LCP values","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","lcpDataAverage","",""
"","1","sorts summaries by score ascending","processWebVitalsRouteSummary","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","","",""
"","3","Renderer with props 1","Renderer component","Tue Oct 14 14:01:42 UTC 2025","passed","Tue Oct 14 14:01:42 UTC 2025","","","",""
"","3","fails on array with non-number","SDKCore_Parsers","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","parseIdNumberArray","",""
"","0","makeLayer returns a Layer","CacheContext","Tue Oct 14 14:01:05 UTC 2025","passed","Tue Oct 14 14:01:05 UTC 2025","","","",""
"","1","should reject invalid endpoint type","schema","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","StudioCMSDevAppsSchema","",""
"","0","returns green for <=2.5s","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","lcpTextColor","",""
"","0","handles null dates as epoch","sortByDate","Tue Oct 14 14:01:34 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","","",""
"","0","should have correct minimum version requirement","@studiocms/github","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","plugin structure","",""
"","0","stripLeadingSlash removes leading slash","pathGenerators","Tue Oct 14 14:01:23 UTC 2025","passed","Tue Oct 14 14:01:23 UTC 2025","","","",""
"","5","shows error toast if response is not ok","formListener","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","0","handles missing StudioCMS config safely","heroHelper tests","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","getHeroImage","trimInput","",""
"","0","returns false for a future date","withinLast30Days","Tue Oct 14 14:01:34 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","","",""
"","1","hasTag detects existing title and meta","headConfigSchema","Tue Oct 14 14:01:14 UTC 2025","passed","Tue Oct 14 14:01:14 UTC 2025","","","",""
"","3","should fail with ScryptError for invalid scrypt options","Scrypt Module","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","Scrypt Service","",""
"","3","renders children correctly","MarkDocReactRenderer","Tue Oct 14 14:01:26 UTC 2025","passed","Tue Oct 14 14:01:26 UTC 2025","","","",""
"","0","returns ""Editor"" for ""editor""","getLabelForPermissionLevel","Tue Oct 14 14:01:43 UTC 2025","passed","Tue Oct 14 14:01:43 UTC 2025","","","",""
"","0","should prefix the message of a standard Error","prefixError","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","0","returns false when opt is false","preRender","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","parseCallouts","",""
"","1","should handle promise that resolves with different data types","tryCatch","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","with direct promise values","",""
"","0","should export OAuth cookie names","consts.ts","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","2","should have the correct hooks defined","studiocms/blog","Tue Oct 14 14:01:26 UTC 2025","passed","Tue Oct 14 14:01:26 UTC 2025","","hooks","",""
"","1","makeExpirationDate returns a Date in the future","Session Utils","Tue Oct 14 14:01:35 UTC 2025","passed","Tue Oct 14 14:01:35 UTC 2025","","","",""
"","3","renders complex HTML content","WYSIWYG Render Component","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","","",""
"","0","returns mapped value for C1 controls","decode-codepoint","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","replaceCodePoint","",""
"","0","should export the same function as named export","studiocmsHTML","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","default export","",""
"","4","handles POST requests","WYSIWYG Store Route","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","","",""
"","0","should have studiocms:config:setup hook","studiocmsMDX","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","plugin hooks","",""
"","0","should export CDN URL and favicon assets","consts.ts","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","0","should aggregate page views for last30DaysData","buildPageRouteDataObject","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","1","should throw AstroError if cookies object is malformed","getCookie","Tue Oct 14 14:01:29 UTC 2025","passed","Tue Oct 14 14:01:29 UTC 2025","","","",""
"","79","createLocalUser returns a user object","User Module","Tue Oct 14 14:01:02 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","1","should aggregate last30DaysData correctly","buildPerPageRouteDataObject","Tue Oct 14 14:01:11 UTC 2025","passed","Tue Oct 14 14:01:11 UTC 2025","","","",""
"","0","appendSearchParamsToUrl (curried) appends param","Effect Utilities","Tue Oct 14 14:01:39 UTC 2025","passed","Tue Oct 14 14:01:39 UTC 2025","","","",""
"","0","dashboard route with path","urlGenFactory","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:33 UTC 2025","","","",""
"","48","should handle Uint8Array input","Scrypt Module","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","Scrypt Service","",""
"","0","should not have other hooks","@studiocms/google","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","hook implementation","",""
"","1","plugin sets up virtual imports","StudioCMS MarkDoc Plugin","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","1","should reject invalid logLevel","StudioCMSOptionsSchema","Tue Oct 14 14:01:27 UTC 2025","passed","Tue Oct 14 14:01:27 UTC 2025","","","",""
"","4","Renderer with Markdoc tags and syntax","MarkDoc Renderer component","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","8","should validate with optional props missing","ComponentRegistry","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","validateProps","",""
"","2","should accept valid favicon extensions","FrontEndConfigSchema","Tue Oct 14 14:01:29 UTC 2025","passed","Tue Oct 14 14:01:29 UTC 2025","","","",""
"","5","should wrap generator function with logging","genLogger","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","0","should handle malformed HTML gracefully","transformHTML","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","should set defaultLang to ""en""","i18n/config","Tue Oct 14 14:01:39 UTC 2025","passed","Tue Oct 14 14:01:39 UTC 2025","","","",""
"","0","returns red for >200","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","progressBarInpColor","",""
"","1","throws on invalid configFile","Zod Utils","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","parseAndMerge","",""
"","1","should configure Discord OAuth provider in studiocms config hook","@studiocms/discord","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","hooks","",""
"","0","should not have astro config hook","@studiocms/google","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","hooks","",""
"","0","handles concurrent requests","WYSIWYG Store Route","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","","",""
"","0","should handle strict sanitization","transformHTML","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","sanitization with custom options","",""
"","1","does not log info/debug when verbose is false","integrationLogger","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","","",""
"","1","should handle app-toggled event with state true","app-utils","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","closeOnOutsideClick","",""
"","0","calculates average and rounds to two decimals","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","calculateClsAverage","",""
"","0","returns correct string for astral code points","decode-codepoint","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","fromCodePoint","",""
"","3","calls fetch with correct arguments and shows success toast on register","formListener","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","5","should throw ComponentNotFoundError for unregistered component","ComponentRegistry","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","validateProps","",""
"","1","StudioCMSRoutes.authLinks contains expected keys and functions","routeMap","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","3","Editor with MDX content including JSX","MDX Editor component","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","1","should export default function","@studiocms/github","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","plugin creation","",""
"","1","returns fractional kilobytes for non-exact sizes","getFileSizeInKilobytes","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:33 UTC 2025","","","",""
"","0","handles multiple metric names independently","processWebVitalsSummary","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","1","should apply CORS headers if configured","Api-Route Tests","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","withEffectAPI tests","",""
"","0","should work with dedent on indented code with hyphens","String Utilities","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","integration tests","",""
"","3","plugin creation with default options","StudioCMS MarkDoc Plugin","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","1","should log warn messages","S48Logger","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","1","should return enabled notification options from FormData","getEnabledNotificationCheckboxes","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","0","should render deep nested properties","TemplateRenderer","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","Basic rendering","",""
"","0","handles mixed case strings","Utils","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","firstUpperCase","",""
"","0","should return false for a date older than 7 days","checkDate","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","6","should default to { demoMode: false } when undefined","developerConfigSchema","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","1","should validate Astro flavor schema correctly","studiocmsMD","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","schema validation","",""
"","0","returns empty string for host true/false","generateHostContent","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","1","returns the plugin options","definePlugin","Tue Oct 14 14:01:22 UTC 2025","passed","Tue Oct 14 14:01:22 UTC 2025","","","",""
"","0","should return StudioCMSOptions type","defineStudioCMSConfig","Tue Oct 14 14:01:42 UTC 2025","passed","Tue Oct 14 14:01:42 UTC 2025","","","",""
"","0","should have correct plugin identifier","@studiocms/google","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","plugin structure","",""
"","5","updates page header title","pageHeaderUpdater","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","2","should handle React rendering edge cases","renderMDX","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","Edge cases","",""
"","1","should allow overriding locale settings","StudioCMSOptionsSchema","Tue Oct 14 14:01:27 UTC 2025","passed","Tue Oct 14 14:01:27 UTC 2025","","","",""
"","1393","should handle send mail errors gracefully","SMTP Service","Tue Oct 14 14:01:02 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","Mail sending","",""
"","5","renders GFM tables","parseMarkdown","Tue Oct 14 14:01:41 UTC 2025","passed","Tue Oct 14 14:01:41 UTC 2025","","","",""
"","0","should default allowedOrigins to *","response-helpers","Tue Oct 14 14:01:12 UTC 2025","passed","Tue Oct 14 14:01:12 UTC 2025","","AllResponse","",""
"","3","should handle plugin with minimal configuration","studiocmsMDX","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","Edge cases","",""
"","4","getUserPasswordHash returns the user password","User Module","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","2","should create plugin with correct configuration","Cloudinary Image Service Plugin","Tue Oct 14 14:00:56 UTC 2025","passed","Tue Oct 14 14:00:56 UTC 2025","","cloudinaryImageService","",""
"","1","makeDashboardRoute should sanitize route","consts.ts","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","2","should export correct config IDs","consts.ts","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","0","returns red for >0.5","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","clsTextColor","",""
"","1","validateSessionToken returns null session for invalid token","Session Module","Tue Oct 14 14:01:12 UTC 2025","passed","Tue Oct 14 14:01:12 UTC 2025","","","",""
"","1","renders with React fragment","ReactWrapper.astro","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","1","should reject non-boolean autoLinkHeadings","studiocmsMD","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","schema validation","",""
"","0","should create CategoryOrTagConfig with number array","WordPress API Configs","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","CategoryOrTagConfig","",""
"","2","should return original src when CMS_CLOUDINARY_CLOUDNAME is empty string","cloudinaryImageService","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","error handling","",""
"","0","should create ImportEndpointConfig","WordPress API Configs","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","ImportEndpointConfig","",""
"","0","should have no required dependencies","@studiocms/discord","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","plugin structure","",""
"","1","plugin hooks are defined","StudioCMS MarkDoc Plugin","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","3","should create StringConfig with correct structure","WordPress API Configs","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","StringConfig","",""
"","0","should handle thrown objects","tryCatch","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","error handling and types","",""
"","1","should include all required Google environment variables","@studiocms/google","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","OAuth provider configuration","",""
"","0","filters final metrics correctly (rating_end or quartile*25==75)","processWebVitalsSummary","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","3","Renderer with complex Markdoc content including tags and variables","MarkDoc Renderer component","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","2","returns correct kilobyte size for a file","getFileSizeInKilobytes","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:33 UTC 2025","","","",""
"","0","correctly replaces slug with special characters","getBlogRoute","Tue Oct 14 14:01:23 UTC 2025","passed","Tue Oct 14 14:01:23 UTC 2025","","","",""
"","1","should export current REST API versions","consts.ts","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","1","CheckIfUnsafe.password returns false for a non-common password","CheckIfUnsafe Utils","Tue Oct 14 14:01:36 UTC 2025","passed","Tue Oct 14 14:01:36 UTC 2025","","","",""
"","4","throws if no entry points found","buildkit CLI","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","0","should preserve stack and cause if possible","prefixError","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","0","should include query parameters for formatting","FALLBACK_OG_IMAGE","Tue Oct 14 14:01:46 UTC 2025","passed","Tue Oct 14 14:01:46 UTC 2025","","","",""
"","0","generates correct XML for empty entries","template","Tue Oct 14 14:01:25 UTC 2025","passed","Tue Oct 14 14:01:25 UTC 2025","","","",""
"","1","should validate complete post data","WordPress API Schema","Tue Oct 14 14:00:59 UTC 2025","passed","Tue Oct 14 14:00:59 UTC 2025","","Post","",""
"","0","should include Auth0 SVG logo","@studiocms/auth0","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","hooks","",""
"","1","generates paths for English, omitting defaultLang prefix when showDefaultLang is false","i18n/server","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","staticPaths","",""
"","1","parseAPIContextJson: should parse and decode JSON with schema","API Context Utils","Tue Oct 14 14:01:13 UTC 2025","passed","Tue Oct 14 14:01:13 UTC 2025","","","",""
"","0","should include instructions for password reset and ignoring if not requested","passwordReset template","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","14","processes a metric group with 4+ items and computes histogram, percentiles, sampleSize","processWebVitalsSummary","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","1","should aggregate last24HoursData correctly","buildPerPageRouteDataObject","Tue Oct 14 14:01:11 UTC 2025","passed","Tue Oct 14 14:01:11 UTC 2025","","","",""
"","4","should handle empty plugin arrays","renderMDX","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","Edge cases","",""
"","0","should throw on invalid core metric","CoreWebVitalsMetricTypeSchema","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","","",""
"","0","should validate double sidebar page","DashboardPageSchema","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","plugin handles undefined options","StudioCMS MarkDoc Plugin","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","should return path unchanged if no trailing slash","pathGenerator utilities","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","stripTrailingSlash","",""
"","24","returns error for unknown key","setLocals","Tue Oct 14 14:01:14 UTC 2025","passed","Tue Oct 14 14:01:14 UTC 2025","","","",""
"","0","returns trimmed string if non-empty after trim","heroHelper tests","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","","trimInput","",""
"","1","plugin sets up rendering configuration","StudioCMS WYSIWYG Plugin","Tue Oct 14 14:01:15 UTC 2025","passed","Tue Oct 14 14:01:15 UTC 2025","","","",""
"","0","renderMarkDoc handles malformed content gracefully","MarkDoc Render Library","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","","",""
"","2","should reject invalid types","dashboardConfigSchema","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","","",""
"","0","should be an instance of Uint16Array","htmlDecodeTree","Tue Oct 14 14:01:44 UTC 2025","passed","Tue Oct 14 14:01:44 UTC 2025","","","",""
"","0","should validate available dashboard pages","AvailableDashboardPagesSchema","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","throws for host as number","generateHostContent","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","0","should return the userInvite template","getTemplate","Tue Oct 14 14:01:46 UTC 2025","passed","Tue Oct 14 14:01:46 UTC 2025","","","",""
"","30","Renderer with valid content","MDX Renderer component","Tue Oct 14 14:01:11 UTC 2025","passed","Tue Oct 14 14:01:11 UTC 2025","","","",""
"","1","_clearLibSQLError returns Effect.fail with SDKCoreError","error helpers","Tue Oct 14 14:01:05 UTC 2025","passed","Tue Oct 14 14:01:05 UTC 2025","","","",""
"","1","should aggregate last7DaysData correctly","buildPerPageRouteDataObject","Tue Oct 14 14:01:11 UTC 2025","passed","Tue Oct 14 14:01:11 UTC 2025","","","",""
"","0","should generate SDK API route","sdkRouteResolver","Tue Oct 14 14:01:34 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","","",""
"","1","handles multiple requests consistently","WYSIWYG Grapes CSS Route","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","3","should create a live layer with configuration","SMTP Service","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","SMTPTransportConfig","",""
"","3","plugin exports default function","StudioCMS MarkDoc Plugin","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","returns green for <=0.25","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","progressBarClsColor","",""
"","1","should handle multiple component swaps","transformHTML","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","should format warn prefix in yellow","getEventPrefix","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","2","returns translation for given key and language","i18n/server","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","useTranslations","",""
"","1","renders complex nested children","MarkDocReactRenderer","Tue Oct 14 14:01:26 UTC 2025","passed","Tue Oct 14 14:01:26 UTC 2025","","","",""
"","0","handles boolean true","SDKSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","0","returns sitemap line for valid string","generateSitemapContent","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","0","should allow valid GridItemInput","GridItemInput","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","1","should preserve safe HTML attributes","transformHTML","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","4","should use defaults when no config is provided","FrontEndConfigSchema","Tue Oct 14 14:01:29 UTC 2025","passed","Tue Oct 14 14:01:29 UTC 2025","","","",""
"","4","Renderer handles whitespace-only content","MDX Renderer component","Tue Oct 14 14:01:11 UTC 2025","passed","Tue Oct 14 14:01:11 UTC 2025","","Edge cases","",""
"","0","should handle duplicate variables","TemplateParser","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","parse","",""
"","0","should set correct endpoint path","@studiocms/github","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","OAuth provider configuration","",""
"","1","fails on non-array input","SDKCore_Parsers","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","parseIdStringArray","",""
"","30","getUserPasswordHash fails if user not found","User Module","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","0","isCacheEnabled returns boolean","cacheConfig and isCacheEnabled","Tue Oct 14 14:01:05 UTC 2025","passed","Tue Oct 14 14:01:05 UTC 2025","","","",""
"","2","should include all required GitHub environment variables","@studiocms/github","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","OAuth provider configuration","",""
"","6","should throw ComponentNotFoundError for unregistered component","ComponentRegistry","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","getComponentProps","",""
"","0","decodes XML entities strictly","decodeXML","Tue Oct 14 14:01:22 UTC 2025","passed","Tue Oct 14 14:01:22 UTC 2025","","","",""
